Date,High
"January 2, 1990",1.611
"January 3, 1990",1.61
"January 4, 1990",1.6293
"January 5, 1990",1.637
"January 8, 1990",1.653
"January 9, 1990",1.6537
"January 10, 1990",1.662
"January 11, 1990",1.6568
"January 12, 1990",1.6695
"January 16, 1990",1.657
"January 17, 1990",1.6495
"January 18, 1990",1.6445
"January 19, 1990",1.6465
"January 22, 1990",1.639
"January 23, 1990",1.649
"January 24, 1990",1.655
"January 25, 1990",1.6572
"January 26, 1990",1.657
"January 29, 1990",1.678
"January 30, 1990",1.6818
"January 31, 1990",1.6794
"February 1, 1990",1.6815
"February 2, 1990",1.6817
"February 5, 1990",1.695
"February 6, 1990",1.702
"February 7, 1990",1.699
"February 8, 1990",1.687
"February 9, 1990",1.6925
"February 12, 1990",1.695
"February 13, 1990",1.6905
"February 14, 1990",1.696
"February 15, 1990",1.693
"February 16, 1990",1.6955
"February 20, 1990",1.704
"February 21, 1990",1.715
"February 22, 1990",1.7147
"February 23, 1990",1.71
"February 26, 1990",1.693
"February 27, 1990",1.692
"February 28, 1990",1.6892
"March 1, 1990",1.665
"March 2, 1990",1.651
"March 5, 1990",1.6388
"March 6, 1990",1.649
"March 7, 1990",1.639
"March 8, 1990",1.6425
"March 9, 1990",1.6181
"March 12, 1990",1.6103
"March 13, 1990",1.6003
"March 14, 1990",1.609
"March 15, 1990",1.6175
"March 16, 1990",1.6235
"March 19, 1990",1.6103
"March 20, 1990",1.6105
"March 21, 1990",1.5945
"March 22, 1990",1.601
"March 23, 1990",1.604
"March 26, 1990",1.618
"March 27, 1990",1.6261
"March 28, 1990",1.6275
"March 29, 1990",1.634
"March 30, 1990",1.648
"April 2, 1990",1.6315
"April 3, 1990",1.6355
"April 4, 1990",1.6415
"April 5, 1990",1.6415
"April 6, 1990",1.6385
"April 9, 1990",1.6385
"April 10, 1990",1.6343
"April 11, 1990",1.6425
"April 12, 1990",1.642
"April 13, 1990",1.6385
"April 16, 1990",1.631
"April 17, 1990",1.6338
"April 18, 1990",1.638
"April 19, 1990",1.6435
"April 20, 1990",1.6353
"April 23, 1990",1.6357
"April 24, 1990",1.6341
"April 25, 1990",1.637
"April 26, 1990",1.6335
"April 27, 1990",1.636
"April 30, 1990",1.6389
"May 1, 1990",1.6405
"May 2, 1990",1.643
"May 3, 1990",1.6422
"May 4, 1990",1.66
"May 7, 1990",1.668
"May 8, 1990",1.6695
"May 9, 1990",1.678
"May 10, 1990",1.6763
"May 11, 1990",1.6813
"May 14, 1990",1.684
"May 15, 1990",1.677
"May 16, 1990",1.68
"May 17, 1990",1.6917
"May 18, 1990",1.6908
"May 21, 1990",1.6912
"May 22, 1990",1.6915
"May 23, 1990",1.694
"May 24, 1990",1.6895
"May 25, 1990",1.6892
"May 29, 1990",1.6946
"May 30, 1990",1.693
"May 31, 1990",1.6765
"June 1, 1990",1.6838
"June 4, 1990",1.675
"June 5, 1990",1.683
"June 6, 1990",1.6882
"June 7, 1990",1.6883
"June 8, 1990",1.6848
"June 11, 1990",1.6858
"June 12, 1990",1.7025
"June 13, 1990",1.707
"June 14, 1990",1.7052
"June 15, 1990",1.7055
"June 18, 1990",1.713
"June 19, 1990",1.7205
"June 20, 1990",1.723
"June 21, 1990",1.725
"June 22, 1990",1.733
"June 25, 1990",1.7305
"June 26, 1990",1.7355
"June 27, 1990",1.7428
"June 28, 1990",1.7393
"June 29, 1990",1.745
"July 2, 1990",1.7634
"July 3, 1990",1.7795
"July 5, 1990",1.7805
"July 6, 1990",1.7865
"July 9, 1990",1.8058
"July 10, 1990",1.815
"July 11, 1990",1.798
"July 12, 1990",1.7985
"July 13, 1990",1.806
"July 16, 1990",1.804
"July 17, 1990",1.8112
"July 18, 1990",1.8205
"July 19, 1990",1.8146
"July 20, 1990",1.8143
"July 23, 1990",1.8205
"July 24, 1990",1.8248
"July 25, 1990",1.812
"July 26, 1990",1.8135
"July 27, 1990",1.8335
"July 30, 1990",1.8438
"July 31, 1990",1.86
"August 1, 1990",1.855
"August 2, 1990",1.8492
"August 3, 1990",1.8565
"August 6, 1990",1.872
"August 7, 1990",1.877
"August 8, 1990",1.8655
"August 9, 1990",1.8717
"August 10, 1990",1.8713
"August 13, 1990",1.884
"August 14, 1990",1.8925
"August 15, 1990",1.8998
"August 16, 1990",1.898
"August 17, 1990",1.919
"August 20, 1990",1.9198
"August 21, 1990",1.921
"August 22, 1990",1.9275
"August 23, 1990",1.9515
"August 24, 1990",1.9453
"August 27, 1990",1.9443
"August 28, 1990",1.9483
"August 29, 1990",1.9465
"August 30, 1990",1.9225
"August 31, 1990",1.892
"September 4, 1990",1.8758
"September 5, 1990",1.899
"September 6, 1990",1.908
"September 7, 1990",1.894
"September 10, 1990",1.8555
"September 11, 1990",1.8485
"September 12, 1990",1.864
"September 13, 1990",1.8767
"September 14, 1990",1.8985
"September 17, 1990",1.9025
"September 18, 1990",1.918
"September 19, 1990",1.8847
"September 20, 1990",1.8683
"September 21, 1990",1.846
"September 24, 1990",1.884
"September 25, 1990",1.8768
"September 26, 1990",1.864
"September 27, 1990",1.871
"September 28, 1990",1.8735
"October 1, 1990",1.889
"October 2, 1990",1.8885
"October 3, 1990",1.898
"October 4, 1990",1.9118
"October 5, 1990",1.9465
"October 9, 1990",1.97
"October 10, 1990",1.9675
"October 11, 1990",1.964
"October 12, 1990",1.9732
"October 15, 1990",1.9535
"October 16, 1990",1.957
"October 17, 1990",1.965
"October 18, 1990",1.9535
"October 19, 1990",1.9595
"October 22, 1990",1.948
"October 23, 1990",1.9464
"October 24, 1990",1.9565
"October 25, 1990",1.954
"October 26, 1990",1.956
"October 29, 1990",1.953
"October 30, 1990",1.9475
"October 31, 1990",1.944
"November 1, 1990",1.95
"November 2, 1990",1.9515
"November 5, 1990",1.9695
"November 6, 1990",1.973
"November 7, 1990",1.976
"November 8, 1990",1.967
"November 9, 1990",1.9665
"November 13, 1990",1.9642
"November 14, 1990",1.961
"November 15, 1990",1.9595
"November 16, 1990",1.966
"November 19, 1990",1.9707
"November 20, 1990",1.9698
"November 21, 1990",1.9685
"November 23, 1990",1.967
"November 26, 1990",1.9658
"November 27, 1990",1.976
"November 28, 1990",1.972
"November 29, 1990",1.9515
"November 30, 1990",1.9392
"December 3, 1990",1.9195
"December 4, 1990",1.926
"December 5, 1990",1.922
"December 6, 1990",1.938
"December 7, 1990",1.95
"December 10, 1990",1.9425
"December 11, 1990",1.939
"December 12, 1990",1.944
"December 13, 1990",1.9435
"December 14, 1990",1.9391
"December 17, 1990",1.9285
"December 18, 1990",1.935
"December 19, 1990",1.931
"December 20, 1990",1.906
"December 21, 1990",1.885
"December 24, 1990",1.867
"December 26, 1990",1.885
"December 27, 1990",1.887
"December 28, 1990",1.921
"December 31, 1990",1.9285
"January 2, 1991",1.9425
"January 3, 1991",1.9465
"January 4, 1991",1.932
"January 7, 1991",1.905
"January 8, 1991",1.906
"January 9, 1991",1.9258
"January 10, 1991",1.905
"January 11, 1991",1.907
"January 14, 1991",1.9045
"January 15, 1991",1.904
"January 16, 1991",1.9047
"January 17, 1991",1.9228
"January 18, 1991",1.9416
"January 22, 1991",1.9477
"January 23, 1991",1.955
"January 24, 1991",1.96
"January 25, 1991",1.9575
"January 28, 1991",1.9642
"January 29, 1991",1.9695
"January 30, 1991",1.961
"January 31, 1991",1.965
"February 1, 1991",1.9763
"February 4, 1991",1.9772
"February 5, 1991",1.983
"February 6, 1991",1.999
"February 7, 1991",1.9965
"February 8, 1991",1.987
"February 11, 1991",1.997
"February 12, 1991",1.9915
"February 13, 1991",1.9918
"February 14, 1991",1.98
"February 15, 1991",1.9705
"February 19, 1991",1.9515
"February 20, 1991",1.947
"February 21, 1991",1.9571
"February 22, 1991",1.9437
"February 25, 1991",1.923
"February 26, 1991",1.9205
"February 27, 1991",1.9155
"February 28, 1991",1.91
"March 1, 1991",1.898
"March 4, 1991",1.8965
"March 5, 1991",1.9017
"March 6, 1991",1.889
"March 7, 1991",1.8865
"March 8, 1991",1.8718
"March 11, 1991",1.8505
"March 12, 1991",1.858
"March 13, 1991",1.856
"March 14, 1991",1.8555
"March 15, 1991",1.8305
"March 18, 1991",1.791
"March 19, 1991",1.765
"March 20, 1991",1.7765
"March 21, 1991",1.792
"March 22, 1991",1.7895
"March 25, 1991",1.764
"March 26, 1991",1.7533
"March 27, 1991",1.7395
"March 28, 1991",1.7365
"March 29, 1991",1.7485
"April 1, 1991",1.7585
"April 2, 1991",1.7705
"April 3, 1991",1.777
"April 4, 1991",1.788
"April 5, 1991",1.7705
"April 8, 1991",1.7675
"April 9, 1991",1.791
"April 10, 1991",1.7793
"April 11, 1991",1.79
"April 12, 1991",1.7775
"April 15, 1991",1.7875
"April 16, 1991",1.7885
"April 17, 1991",1.783
"April 18, 1991",1.771
"April 19, 1991",1.719
"April 22, 1991",1.69
"April 23, 1991",1.712
"April 24, 1991",1.694
"April 25, 1991",1.6935
"April 26, 1991",1.686
"April 29, 1991",1.6765
"April 30, 1991",1.7225
"May 1, 1991",1.7265
"May 2, 1991",1.717
"May 3, 1991",1.695
"May 6, 1991",1.705
"May 7, 1991",1.7215
"May 8, 1991",1.7175
"May 9, 1991",1.704
"May 10, 1991",1.719
"May 13, 1991",1.7315
"May 14, 1991",1.7383
"May 15, 1991",1.7478
"May 16, 1991",1.7455
"May 17, 1991",1.7135
"May 20, 1991",1.719
"May 21, 1991",1.7365
"May 22, 1991",1.727
"May 23, 1991",1.7345
"May 24, 1991",1.731
"May 28, 1991",1.7453
"May 29, 1991",1.734
"May 30, 1991",1.7155
"May 31, 1991",1.698
"June 3, 1991",1.6969
"June 4, 1991",1.703
"June 5, 1991",1.6937
"June 6, 1991",1.6875
"June 7, 1991",1.671
"June 10, 1991",1.6688
"June 11, 1991",1.6615
"June 12, 1991",1.6445
"June 13, 1991",1.6377
"June 14, 1991",1.639
"June 17, 1991",1.6252
"June 18, 1991",1.6115
"June 19, 1991",1.6325
"June 20, 1991",1.6312
"June 21, 1991",1.631
"June 24, 1991",1.642
"June 25, 1991",1.6281
"June 26, 1991",1.6395
"June 27, 1991",1.632
"June 28, 1991",1.618
"July 1, 1991",1.614
"July 2, 1991",1.6015
"July 3, 1991",1.6057
"July 5, 1991",1.615
"July 8, 1991",1.628
"July 9, 1991",1.622
"July 10, 1991",1.621
"July 11, 1991",1.607
"July 12, 1991",1.6505
"July 15, 1991",1.6515
"July 16, 1991",1.644
"July 17, 1991",1.6525
"July 18, 1991",1.666
"July 19, 1991",1.691
"July 22, 1991",1.681
"July 23, 1991",1.6835
"July 24, 1991",1.6938
"July 25, 1991",1.675
"July 26, 1991",1.6875
"July 29, 1991",1.6743
"July 30, 1991",1.6798
"July 31, 1991",1.6845
"August 1, 1991",1.6735
"August 2, 1991",1.6945
"August 5, 1991",1.7095
"August 6, 1991",1.712
"August 7, 1991",1.7128
"August 8, 1991",1.7
"August 9, 1991",1.695
"August 12, 1991",1.6983
"August 13, 1991",1.6935
"August 14, 1991",1.6875
"August 15, 1991",1.688
"August 16, 1991",1.662
"August 19, 1991",1.63
"August 20, 1991",1.6377
"August 21, 1991",1.6765
"August 22, 1991",1.697
"August 23, 1991",1.6715
"August 26, 1991",1.6795
"August 27, 1991",1.68
"August 28, 1991",1.69
"August 29, 1991",1.6805
"August 30, 1991",1.68
"September 3, 1991",1.691
"September 4, 1991",1.6935
"September 5, 1991",1.692
"September 6, 1991",1.6975
"September 9, 1991",1.73
"September 10, 1991",1.7295
"September 11, 1991",1.7252
"September 12, 1991",1.7335
"September 13, 1991",1.7325
"September 16, 1991",1.739
"September 17, 1991",1.742
"September 18, 1991",1.7307
"September 19, 1991",1.7275
"September 20, 1991",1.7285
"September 23, 1991",1.744
"September 24, 1991",1.738
"September 25, 1991",1.7333
"September 26, 1991",1.7325
"September 27, 1991",1.737
"September 30, 1991",1.752
"October 1, 1991",1.7485
"October 2, 1991",1.751
"October 3, 1991",1.75
"October 4, 1991",1.739
"October 7, 1991",1.7352
"October 8, 1991",1.714
"October 9, 1991",1.7165
"October 10, 1991",1.7145
"October 11, 1991",1.719
"October 15, 1991",1.702
"October 16, 1991",1.7105
"October 17, 1991",1.7096
"October 18, 1991",1.725
"October 21, 1991",1.7185
"October 22, 1991",1.7145
"October 23, 1991",1.7065
"October 24, 1991",1.711
"October 25, 1991",1.711
"October 28, 1991",1.7047
"October 29, 1991",1.723
"October 30, 1991",1.7425
"October 31, 1991",1.7425
"November 1, 1991",1.7498
"November 4, 1991",1.781
"November 5, 1991",1.7697
"November 6, 1991",1.7705
"November 7, 1991",1.7797
"November 8, 1991",1.768
"November 12, 1991",1.7725
"November 13, 1991",1.7707
"November 14, 1991",1.775
"November 15, 1991",1.769
"November 18, 1991",1.791
"November 19, 1991",1.7955
"November 20, 1991",1.796
"November 21, 1991",1.7975
"November 22, 1991",1.7975
"November 25, 1991",1.7985
"November 26, 1991",1.7978
"November 27, 1991",1.767
"November 29, 1991",1.7655
"December 2, 1991",1.776
"December 3, 1991",1.7715
"December 4, 1991",1.7725
"December 5, 1991",1.7915
"December 6, 1991",1.81
"December 9, 1991",1.806
"December 10, 1991",1.808
"December 11, 1991",1.8085
"December 12, 1991",1.8075
"December 13, 1991",1.8185
"December 16, 1991",1.821
"December 17, 1991",1.822
"December 18, 1991",1.8252
"December 19, 1991",1.8325
"December 20, 1991",1.86
"December 23, 1991",1.8765
"December 24, 1991",1.8705
"December 26, 1991",1.884
"December 27, 1991",1.8768
"December 30, 1991",1.8665
"December 31, 1991",1.866
"January 2, 1992",1.868
"January 3, 1992",1.845
"January 6, 1992",1.877
"January 7, 1992",1.871
"January 8, 1992",1.871
"January 9, 1992",1.831
"January 10, 1992",1.792
"January 13, 1992",1.8015
"January 14, 1992",1.789
"January 15, 1992",1.753
"January 16, 1992",1.7605
"January 17, 1992",1.777
"January 21, 1992",1.807
"January 22, 1992",1.8065
"January 23, 1992",1.7951
"January 24, 1992",1.8055
"January 27, 1992",1.776
"January 28, 1992",1.7945
"January 29, 1992",1.806
"January 30, 1992",1.773
"January 31, 1992",1.789
"February 3, 1992",1.7995
"February 4, 1992",1.8015
"February 5, 1992",1.8062
"February 6, 1992",1.8205
"February 7, 1992",1.8375
"February 10, 1992",1.8255
"February 11, 1992",1.8013
"February 12, 1992",1.787
"February 13, 1992",1.7725
"February 14, 1992",1.7685
"February 18, 1992",1.751
"February 19, 1992",1.752
"February 20, 1992",1.75
"February 21, 1992",1.7465
"February 24, 1992",1.748
"February 25, 1992",1.756
"February 26, 1992",1.7455
"February 27, 1992",1.754
"February 28, 1992",1.756
"March 2, 1992",1.7543
"March 3, 1992",1.739
"March 4, 1992",1.723
"March 5, 1992",1.716
"March 6, 1992",1.718
"March 9, 1992",1.7225
"March 10, 1992",1.714
"March 11, 1992",1.7253
"March 12, 1992",1.707
"March 13, 1992",1.7115
"March 16, 1992",1.715
"March 17, 1992",1.731
"March 18, 1992",1.733
"March 19, 1992",1.711
"March 20, 1992",1.706
"March 23, 1992",1.715
"March 24, 1992",1.72
"March 25, 1992",1.732
"March 26, 1992",1.722
"March 27, 1992",1.7395
"March 30, 1992",1.733
"March 31, 1992",1.7363
"April 1, 1992",1.7265
"April 2, 1992",1.7295
"April 3, 1992",1.743
"April 6, 1992",1.75
"April 7, 1992",1.7495
"April 8, 1992",1.7485
"April 9, 1992",1.764
"April 10, 1992",1.7652
"April 13, 1992",1.762
"April 14, 1992",1.771
"April 15, 1992",1.756
"April 16, 1992",1.7477
"April 17, 1992",1.745
"April 20, 1992",1.7425
"April 21, 1992",1.747
"April 22, 1992",1.7625
"April 23, 1992",1.764
"April 24, 1992",1.772
"April 27, 1992",1.78
"April 28, 1992",1.775
"April 29, 1992",1.7698
"April 30, 1992",1.775
"May 1, 1992",1.786
"May 4, 1992",1.783
"May 5, 1992",1.7815
"May 6, 1992",1.7945
"May 7, 1992",1.7965
"May 8, 1992",1.7875
"May 11, 1992",1.7927
"May 12, 1992",1.813
"May 13, 1992",1.813
"May 14, 1992",1.822
"May 15, 1992",1.8185
"May 18, 1992",1.8355
"May 19, 1992",1.8395
"May 20, 1992",1.8308
"May 21, 1992",1.817
"May 22, 1992",1.8142
"May 26, 1992",1.828
"May 27, 1992",1.801
"May 28, 1992",1.8065
"May 29, 1992",1.829
"June 1, 1992",1.8227
"June 2, 1992",1.8245
"June 3, 1992",1.8178
"June 4, 1992",1.825
"June 5, 1992",1.836
"June 8, 1992",1.834
"June 9, 1992",1.8325
"June 10, 1992",1.833
"June 11, 1992",1.846
"June 12, 1992",1.8515
"June 15, 1992",1.856
"June 16, 1992",1.86
"June 17, 1992",1.853
"June 18, 1992",1.8655
"June 19, 1992",1.8595
"June 22, 1992",1.8615
"June 23, 1992",1.8635
"June 24, 1992",1.877
"June 25, 1992",1.891
"June 26, 1992",1.891
"June 29, 1992",1.907
"June 30, 1992",1.9035
"July 1, 1992",1.911
"July 2, 1992",1.918
"July 3, 1992",1.9085
"July 6, 1992",1.9102
"July 7, 1992",1.9248
"July 8, 1992",1.9195
"July 9, 1992",1.896
"July 10, 1992",1.921
"July 13, 1992",1.929
"July 14, 1992",1.913
"July 15, 1992",1.9257
"July 16, 1992",1.9355
"July 17, 1992",1.9495
"July 20, 1992",1.918
"July 21, 1992",1.9095
"July 22, 1992",1.9035
"July 23, 1992",1.913
"July 24, 1992",1.8985
"July 27, 1992",1.916
"July 28, 1992",1.929
"July 29, 1992",1.9175
"July 30, 1992",1.9195
"July 31, 1992",1.92
"August 3, 1992",1.9237
"August 4, 1992",1.9215
"August 5, 1992",1.913
"August 6, 1992",1.907
"August 7, 1992",1.929
"August 10, 1992",1.927
"August 11, 1992",1.9215
"August 12, 1992",1.928
"August 13, 1992",1.931
"August 14, 1992",1.916
"August 17, 1992",1.9257
"August 18, 1992",1.9295
"August 19, 1992",1.935
"August 20, 1992",1.939
"August 21, 1992",1.9475
"August 24, 1992",1.9945
"August 25, 1992",1.988
"August 26, 1992",1.9865
"August 27, 1992",1.9762
"August 28, 1992",1.9825
"August 31, 1992",1.9893
"September 1, 1992",1.996
"September 2, 1992",2.0035
"September 3, 1992",1.983
"September 4, 1992",1.9945
"September 8, 1992",2.003
"September 9, 1992",1.975
"September 10, 1992",1.976
"September 11, 1992",1.9235
"September 14, 1992",1.8915
"September 15, 1992",1.8715
"September 16, 1992",1.811
"September 17, 1992",1.7815
"September 18, 1992",1.737
"September 21, 1992",1.7125
"September 22, 1992",1.7082
"September 23, 1992",1.7085
"September 24, 1992",1.709
"September 25, 1992",1.714
"September 28, 1992",1.7295
"September 29, 1992",1.769
"September 30, 1992",1.779
"October 1, 1992",1.734
"October 2, 1992",1.706
"October 5, 1992",1.701
"October 6, 1992",1.7125
"October 7, 1992",1.7175
"October 8, 1992",1.6895
"October 9, 1992",1.6975
"October 13, 1992",1.714
"October 14, 1992",1.7098
"October 15, 1992",1.7
"October 16, 1992",1.6555
"October 19, 1992",1.63
"October 20, 1992",1.6235
"October 21, 1992",1.6135
"October 22, 1992",1.6195
"October 23, 1992",1.613
"October 26, 1992",1.5865
"October 27, 1992",1.5775
"October 28, 1992",1.578
"October 29, 1992",1.57
"October 30, 1992",1.5625
"November 2, 1992",1.533
"November 3, 1992",1.5479
"November 4, 1992",1.5535
"November 5, 1992",1.538
"November 6, 1992",1.5365
"November 9, 1992",1.52
"November 10, 1992",1.513
"November 12, 1992",1.523
"November 13, 1992",1.549
"November 16, 1992",1.518
"November 17, 1992",1.519
"November 18, 1992",1.5205
"November 19, 1992",1.532
"November 20, 1992",1.521
"November 23, 1992",1.5175
"November 24, 1992",1.519
"November 25, 1992",1.525
"November 27, 1992",1.5095
"November 30, 1992",1.5135
"December 1, 1992",1.535
"December 2, 1992",1.548
"December 3, 1992",1.565
"December 4, 1992",1.557
"December 7, 1992",1.586
"December 8, 1992",1.5975
"December 9, 1992",1.5695
"December 10, 1992",1.557
"December 11, 1992",1.5578
"December 14, 1992",1.565
"December 15, 1992",1.5665
"December 16, 1992",1.5772
"December 17, 1992",1.574
"December 18, 1992",1.566
"December 21, 1992",1.564
"December 22, 1992",1.5385
"December 23, 1992",1.526
"December 24, 1992",1.523
"December 28, 1992",1.5115
"December 29, 1992",1.5125
"December 30, 1992",1.512
"December 31, 1992",1.513
"January 4, 1993",1.501
"January 5, 1993",1.545
"January 6, 1993",1.5413
"January 7, 1993",1.536
"January 8, 1993",1.54
"January 11, 1993",1.5535
"January 12, 1993",1.54
"January 13, 1993",1.54
"January 14, 1993",1.539
"January 15, 1993",1.53
"January 19, 1993",1.548
"January 20, 1993",1.5416
"January 21, 1993",1.5175
"January 22, 1993",1.532
"January 25, 1993",1.5585
"January 26, 1993",1.5385
"January 27, 1993",1.5145
"January 28, 1993",1.5165
"January 29, 1993",1.4855
"February 1, 1993",1.454
"February 2, 1993",1.446
"February 3, 1993",1.4345
"February 4, 1993",1.4452
"February 5, 1993",1.4475
"February 8, 1993",1.4395
"February 9, 1993",1.431
"February 10, 1993",1.4255
"February 11, 1993",1.418
"February 12, 1993",1.4175
"February 16, 1993",1.4475
"February 17, 1993",1.4439
"February 18, 1993",1.446
"February 19, 1993",1.4525
"February 22, 1993",1.4544
"February 23, 1993",1.4585
"February 24, 1993",1.4375
"February 25, 1993",1.43
"February 26, 1993",1.4215
"March 1, 1993",1.4363
"March 2, 1993",1.4475
"March 3, 1993",1.449
"March 4, 1993",1.4535
"March 5, 1993",1.447
"March 8, 1993",1.4455
"March 9, 1993",1.4345
"March 10, 1993",1.432
"March 11, 1993",1.4349
"March 12, 1993",1.433
"March 15, 1993",1.434
"March 16, 1993",1.4445
"March 17, 1993",1.451
"March 18, 1993",1.4755
"March 19, 1993",1.4892
"March 22, 1993",1.4876
"March 23, 1993",1.4832
"March 24, 1993",1.482
"March 25, 1993",1.4743
"March 26, 1993",1.4905
"March 29, 1993",1.4904
"March 30, 1993",1.495
"March 31, 1993",1.509
"April 1, 1993",1.526
"April 2, 1993",1.513
"April 5, 1993",1.52
"April 6, 1993",1.5127
"April 7, 1993",1.5138
"April 8, 1993",1.5253
"April 9, 1993",1.5282
"April 12, 1993",1.5478
"April 13, 1993",1.5585
"April 14, 1993",1.552
"April 15, 1993",1.543
"April 16, 1993",1.5255
"April 19, 1993",1.5379
"April 20, 1993",1.5424
"April 21, 1993",1.5363
"April 22, 1993",1.548
"April 23, 1993",1.5755
"April 26, 1993",1.59
"April 27, 1993",1.5775
"April 28, 1993",1.571
"April 29, 1993",1.5705
"April 30, 1993",1.5695
"May 3, 1993",1.561
"May 4, 1993",1.5703
"May 5, 1993",1.566
"May 6, 1993",1.57
"May 7, 1993",1.5715
"May 10, 1993",1.535
"May 11, 1993",1.542
"May 12, 1993",1.534
"May 13, 1993",1.5255
"May 14, 1993",1.5385
"May 17, 1993",1.5322
"May 18, 1993",1.5314
"May 19, 1993",1.5408
"May 20, 1993",1.5563
"May 21, 1993",1.5415
"May 24, 1993",1.535
"May 25, 1993",1.542
"May 26, 1993",1.546
"May 27, 1993",1.5545
"May 28, 1993",1.5605
"June 1, 1993",1.551
"June 2, 1993",1.541
"June 3, 1993",1.5393
"June 4, 1993",1.517
"June 7, 1993",1.5225
"June 8, 1993",1.5175
"June 9, 1993",1.515
"June 10, 1993",1.519
"June 11, 1993",1.5245
"June 14, 1993",1.527
"June 15, 1993",1.522
"June 16, 1993",1.5035
"June 17, 1993",1.5145
"June 18, 1993",1.496
"June 21, 1993",1.488
"June 22, 1993",1.4772
"June 23, 1993",1.4717
"June 24, 1993",1.4675
"June 25, 1993",1.4778
"June 28, 1993",1.493
"June 29, 1993",1.503
"June 30, 1993",1.493
"July 1, 1993",1.5065
"July 2, 1993",1.5075
"July 6, 1993",1.5097
"July 7, 1993",1.4935
"July 8, 1993",1.4948
"July 9, 1993",1.4779
"July 12, 1993",1.478
"July 13, 1993",1.4929
"July 14, 1993",1.5012
"July 15, 1993",1.4883
"July 16, 1993",1.4795
"July 19, 1993",1.4985
"July 20, 1993",1.501
"July 21, 1993",1.5155
"July 22, 1993",1.5085
"July 23, 1993",1.4964
"July 26, 1993",1.5015
"July 27, 1993",1.489
"July 28, 1993",1.4945
"July 29, 1993",1.4861
"July 30, 1993",1.485
"August 2, 1993",1.4897
"August 3, 1993",1.5045
"August 4, 1993",1.5005
"August 5, 1993",1.491
"August 6, 1993",1.4985
"August 9, 1993",1.4927
"August 10, 1993",1.4802
"August 11, 1993",1.4737
"August 12, 1993",1.463
"August 13, 1993",1.4595
"August 16, 1993",1.484
"August 17, 1993",1.4885
"August 18, 1993",1.5112
"August 19, 1993",1.505
"August 20, 1993",1.512
"August 23, 1993",1.5013
"August 24, 1993",1.4962
"August 25, 1993",1.4818
"August 26, 1993",1.499
"August 27, 1993",1.5005
"August 30, 1993",1.4905
"August 31, 1993",1.4868
"September 1, 1993",1.5075
"September 2, 1993",1.5012
"September 3, 1993",1.5262
"September 7, 1993",1.5425
"September 8, 1993",1.5395
"September 9, 1993",1.55
"September 10, 1993",1.5495
"September 13, 1993",1.542
"September 14, 1993",1.5463
"September 15, 1993",1.5512
"September 16, 1993",1.533
"September 17, 1993",1.5345
"September 20, 1993",1.5317
"September 21, 1993",1.503
"September 22, 1993",1.5198
"September 23, 1993",1.5055
"September 24, 1993",1.5013
"September 27, 1993",1.5123
"September 28, 1993",1.5152
"September 29, 1993",1.512
"September 30, 1993",1.496
"October 1, 1993",1.5048
"October 4, 1993",1.514
"October 5, 1993",1.5165
"October 6, 1993",1.5257
"October 7, 1993",1.522
"October 8, 1993",1.5352
"October 12, 1993",1.532
"October 13, 1993",1.5223
"October 14, 1993",1.5127
"October 15, 1993",1.512
"October 18, 1993",1.498
"October 19, 1993",1.4924
"October 20, 1993",1.4893
"October 21, 1993",1.4863
"October 22, 1993",1.4725
"October 25, 1993",1.4863
"October 26, 1993",1.477
"October 27, 1993",1.4783
"October 28, 1993",1.48
"October 29, 1993",1.4882
"November 1, 1993",1.4807
"November 2, 1993",1.4825
"November 3, 1993",1.4805
"November 4, 1993",1.4788
"November 5, 1993",1.4865
"November 8, 1993",1.4808
"November 9, 1993",1.4682
"November 10, 1993",1.4753
"November 12, 1993",1.4818
"November 15, 1993",1.4907
"November 16, 1993",1.483
"November 17, 1993",1.4765
"November 18, 1993",1.4775
"November 19, 1993",1.4712
"November 22, 1993",1.4745
"November 23, 1993",1.487
"November 24, 1993",1.488
"November 26, 1993",1.4795
"November 29, 1993",1.488
"November 30, 1993",1.4852
"December 1, 1993",1.4805
"December 2, 1993",1.4823
"December 3, 1993",1.49
"December 6, 1993",1.4985
"December 7, 1993",1.4915
"December 8, 1993",1.495
"December 9, 1993",1.4945
"December 10, 1993",1.4945
"December 13, 1993",1.4903
"December 14, 1993",1.4882
"December 15, 1993",1.4831
"December 16, 1993",1.4885
"December 17, 1993",1.491
"December 20, 1993",1.4855
"December 21, 1993",1.4887
"December 22, 1993",1.4945
"December 23, 1993",1.5043
"December 24, 1993",1.503
"December 27, 1993",1.5035
"December 28, 1993",1.5072
"December 29, 1993",1.491
"December 30, 1993",1.4763
"December 31, 1993",1.4775
"January 3, 1994",1.476
"January 4, 1994",1.484
"January 5, 1994",1.487
"January 6, 1994",1.4855
"January 7, 1994",1.49
"January 10, 1994",1.4923
"January 11, 1994",1.4905
"January 12, 1994",1.5018
"January 13, 1994",1.4957
"January 14, 1994",1.4913
"January 18, 1994",1.4965
"January 19, 1994",1.491
"January 20, 1994",1.5
"January 21, 1994",1.4948
"January 24, 1994",1.4905
"January 25, 1994",1.493
"January 26, 1994",1.494
"January 27, 1994",1.493
"January 28, 1994",1.4995
"January 31, 1994",1.5005
"February 1, 1994",1.503
"February 2, 1994",1.4953
"February 3, 1994",1.493
"February 4, 1994",1.479
"February 7, 1994",1.4825
